Tasse de café ; 74.14272298378843 ; 5497.610841900407
Jumelles ; 3.3229631159621853 ; 9705.271434858161
CD d'installation windows ; 52.99265209166237 ; 6156.562665306386
Journal de la veille ; 31.801523383094267 ; 9049.555409046954
Cadis ; 64.19622167714513 ; 2852.5699135575446
Tasse de café ; 96.46766153722034 ; 5489.050119145549
Boite de 100 masques ; 57.310048929279866 ; 819.8589640056541
Feutres de qualité ; 66.82704406133603 ; 5608.996848300867
Peluche ; 63.04402889617642 ; 4048.6214011289935
Tasse de café ; 94.3770741358795 ; 7112.287834092503
Jeu de cartes ; 28.501864919828424 ; 1693.841265262982
Robe de chambre à fleur ; 59.764352641366834 ; 6191.301101479909
Pot pourri ; 6.0404704771872435 ; 9484.541380841922
Pot pourri ; 32.177695330146484 ; 6625.99409368269
Paire de gants ; 17.520425389510454 ; 2922.4562632737893
Parfum ; 75.39524729480786 ; 2835.4155302124404
Etagère IKEA ; 39.80724980386496 ; 3483.4360043072566
Sac de courses ; 15.260776402956044 ; 2387.252866437256
Termomètre ; 92.71451823939404 ; 5787.847087438797
Lampe torche ; 99.83612431355482 ; 1327.5955891596868
Enceinte bluetooth ; 71.64111034048828 ; 1192.0760332519976
Tasse de café ; 84.68784569040636 ; 7287.296732473336
Peluche ; 78.20611762586542 ; 8883.475410657902
CD d'installation windows ; 42.85436843688076 ; 8842.203583061988
Pain ; 97.24954534326193 ; 698.5578127536718
Tableau de maître ; 23.03624472586906 ; 2936.8712263132825
Chapeau haut de forme ; 4.426077164182196 ; 3342.513662008448
Parfum ; 13.180255137367835 ; 4697.251646481229
Iphone dernière gen. ; 41.845370221310795 ; 7210.454405736129
Sandwich au thon ; 28.706996586998557 ; 5489.579268340026
Classeur de cours ; 42.078923442496475 ; 4351.583895855725
Chapeau haut de forme ; 90.65157777306608 ; 2658.5144117446457
Epée ; 61.081685363033 ; 9918.804127527394
Animal de compagnie ; 74.34321264825505 ; 2389.9427282087804
Vieux courrier ; 0.9631066167023472 ; 1715.7595265402958
Camera neuve ; 55.04572302530929 ; 3542.8661791905824
Parfum ; 25.941765720261266 ; 118.58605526762211
Boite de Cluedo ; 49.516166648599395 ; 9483.613478988109
Sac de courses ; 74.9707135722289 ; 4149.68568396934
Vase ; 17.060585760339297 ; 4235.12819778318
Classeur de cours ; 13.773071813371429 ; 1458.058220192322
Laptop 12" ; 16.31749379847135 ; 938.5373265381025
Boite de 100 masques ; 53.71353877369527 ; 4023.76842468286
Etagère IKEA ; 42.06614394063739 ; 2924.336323723018
Paire de gants ; 29.39212948843433 ; 8506.385195021312
Jeu de cartes ; 97.36546318504834 ; 2371.7028749466995
Sneakers ; 24.753969066787363 ; 1061.2414818156246
Sac de billets ; 40.956154471208485 ; 2498.0239895144887
Animal de compagnie ; 90.55287517199973 ; 9078.506824522827
Tacos de la veille ; 69.37231678475824 ; 2209.261893951082
